President	<http://nl.dbpedia.org/property/geboortedatum>              	dbpedia-owl:sameAs	<http://dbpedia.org/ontology/birthDate>                     
Scientist	<http://nl.dbpedia.org/property/sterfdatum>                 	dbpedia-owl:sameAs	<http://dbpedia.org/ontology/deathDate>                     
Park	<http://nl.dbpedia.org/property/opening>                    	dbpedia-owl:sameAs	<http://dbpedia.org/ontology/openingDate>                   
Philosopher	<http://nl.dbpedia.org/property/overleden>                  	dbpedia-owl:sameAs	<http://dbpedia.org/ontology/deathDate>                     
MetroStation	<http://nl.dbpedia.org/property/sluiting>                   	dbpedia-owl:sameAs	<http://dbpedia.org/ontology/closingDate>                   
PeriodicalLiterature	<http://nl.dbpedia.org/property/laatsteEditie>              	dbpedia-owl:sameAs	<http://dbpedia.org/ontology/finalPublicationDate>          
BasketballPlayer	<http://nl.dbpedia.org/property/overlijddatum>              	dbpedia-owl:sameAs	<http://dbpedia.org/ontology/deathDate>                     
ChristianBishop	<http://nl.dbpedia.org/property/overlijdensdatum>           	dbpedia-owl:sameAs	<http://dbpedia.org/ontology/deathDate>                     
BroadcastNetwork	<http://nl.dbpedia.org/property/eersteUitzending>           	dbpedia-owl:sameAs	<http://dbpedia.org/ontology/firstAirDate>                  
TradeUnion	<http://nl.dbpedia.org/property/ontstaansdatum>             	dbpedia-owl:sameAs	<http://dbpedia.org/ontology/formationDate>                 
Biologist	<http://nl.dbpedia.org/property/geboren>                    	dbpedia-owl:sameAs	<http://dbpedia.org/ontology/birthDate>                     
PowerStation	<http://nl.dbpedia.org/property/inbedrijfsname>             	dbpedia-owl:sameAs	<http://dbpedia.org/ontology/commissioningDate>             
